period,brand,category,channel,province,units_sold,list_price,std_cost,revenue_zar,gross_margin_zar,trade_spend_zar,net_revenue_zar,weighted_distribution,promo_flag,sku_grade
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Free State,23,64.47,36.64,1482.81,640.09,112.65,1370.16,55.0,0,B
2024Q3,Sprite,Carbonated Soft Drinks,Mass Retail,Mpumalanga,98,55.93,32.61,5481.14,2285.36,510.31,4970.83,51.0,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,On-Trade,Mpumalanga,72,52.03,31.67,3746.16,1465.92,166.38,3579.78,88.5,1,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,KwaZulu-Natal,57,43.06,21.56,2454.42,1225.5,244.72,2209.7,45.4,1,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,124,54.62,33.23,6772.88,2652.36,653.17,6119.71,80.6,0,D
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,Northern Cape,162,53.66,28.89,8692.92,4012.74,855.86,7837.06,72.7,1,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Wholesale,Eastern Cape,46,50.38,29.3,2317.48,969.68,258.59,2058.89,51.2,0,D
2024Q3,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,KwaZulu-Natal,14,54.18,30.41,758.52,332.78,85.2,673.32,62.0,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Wholesale,North West,48,47.15,24.85,2263.2,1070.4,128.77,2134.43,61.6,1,C
2024Q1,Stoney,Carbonated Soft Drinks,Wholesale,Western Cape,27,63.66,32.74,1718.82,834.84,130.41,1588.41,62.0,0,C
2024Q3,Powerplay,Energy Drinks,Mass Retail,KwaZulu-Natal,31,112.34,67.47,3482.54,1390.97,296.95,3185.59,53.3,0,A
2024Q3,Schweppes,Mixers,Mass Retail,Western Cape,189,58.23,35.2,11005.47,4352.67,827.99,10177.48,92.8,0,A
2024Q3,Schweppes,Mixers,On-Trade,Gauteng,243,56.08,29.47,13627.44,6466.23,1617.41,12010.03,80.4,1,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,78,45.75,22.32,3568.5,1827.54,149.56,3418.94,68.9,0,D
2024Q1,Sprite,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,8,53.49,26.91,427.92,212.64,40.71,387.21,72.3,1,D
2024Q3,Sprite,Carbonated Soft Drinks,Mass Retail,Limpopo,66,47.86,23.46,3158.76,1610.4,163.61,2995.15,48.9,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,63,55.42,32.16,3491.46,1465.38,326.63,3164.83,70.3,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,36,50.29,29.62,1810.44,744.12,144.89,1665.55,63.9,1,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Northern Cape,99,56.27,33.87,5570.73,2217.6,375.39,5195.34,85.8,0,C
2024Q2,Sprite,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,35,59.91,33.1,2096.85,938.35,180.81,1916.04,84.7,0,A
2024Q1,Sprite,Carbonated Soft Drinks,Wholesale,Northern Cape,34,58.57,33.16,1991.38,863.94,156.51,1834.87,50.0,0,D
2024Q3,Fanta,Carbonated Soft Drinks,Convenience,Gauteng,16,54.44,28.47,871.04,415.52,93.23,777.81,48.8,0,B
2024Q2,Fanta,Carbonated Soft Drinks,On-Trade,Eastern Cape,52,44.0,26.89,2288.0,889.72,215.64,2072.36,67.0,0,A
2024Q3,Monster,Energy Drinks,Mass Retail,Western Cape,11,103.17,63.92,1134.87,431.75,113.56,1021.31,79.2,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,114,53.36,29.63,6083.04,2705.22,652.48,5430.56,46.8,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,25,45.58,22.34,1139.5,581.0,132.56,1006.94,56.8,0,A
2024Q2,Schweppes,Mixers,Mass Retail,Gauteng,40,57.15,31.87,2286.0,1011.2,261.67,2024.33,45.3,0,A
2024Q3,Cappy,Juices & Nectars,Convenience,Northern Cape,29,62.2,37.99,1803.8,702.09,150.42,1653.38,73.0,1,B
2024Q4,Fanta,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,39,47.17,28.68,1839.63,721.11,104.29,1735.34,80.3,1,D
2024Q1,Cappy,Juices & Nectars,Convenience,Eastern Cape,13,68.73,40.07,893.49,372.58,57.27,836.22,69.6,0,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,50,49.0,25.6,2450.0,1170.0,227.82,2222.18,53.4,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,28,47.73,24.56,1336.44,648.76,133.47,1202.97,58.9,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,30,52.64,29.79,1579.2,685.5,74.25,1504.95,65.8,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Eastern Cape,84,58.26,30.27,4893.84,2351.16,343.75,4550.09,50.5,0,C
2024Q3,Cappy,Juices & Nectars,On-Trade,Gauteng,147,67.05,34.52,9856.35,4781.91,650.08,9206.27,62.7,1,A
2024Q3,Fanta,Carbonated Soft Drinks,E-Commerce,Gauteng,79,47.76,28.92,3773.04,1488.36,307.34,3465.7,69.1,1,B
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,Mpumalanga,32,58.4,30.83,1868.8,882.24,212.93,1655.87,46.3,0,A
2024Q1,Fanta,Carbonated Soft Drinks,E-Commerce,Eastern Cape,10,51.08,27.59,510.8,234.9,47.09,463.71,83.5,1,B
2024Q1,Bonaqua,Water,Mass Retail,Gauteng,17,37.58,18.24,638.86,328.78,31.84,607.02,97.3,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,Free State,59,53.89,27.81,3179.51,1538.72,132.5,3047.01,56.8,1,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Gauteng,29,48.2,24.69,1397.8,681.79,113.61,1284.19,58.4,0,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,37,55.65,29.47,2059.05,968.66,145.15,1913.9,66.8,0,D
2024Q1,Sprite,Carbonated Soft Drinks,E-Commerce,Gauteng,82,54.69,33.48,4484.58,1739.22,299.91,4184.67,74.7,1,C
2024Q1,Cappy,Juices & Nectars,Mass Retail,Gauteng,24,59.8,30.43,1435.2,704.88,158.05,1277.15,53.4,0,B
2024Q1,Bonaqua,Water,Mass Retail,Gauteng,118,43.22,23.06,5099.96,2378.88,558.59,4541.37,75.1,0,C
2024Q2,Cappy,Juices & Nectars,Wholesale,Gauteng,31,62.85,37.39,1948.35,789.26,173.72,1774.63,89.1,0,A
2024Q3,Sprite,Carbonated Soft Drinks,Mass Retail,Free State,78,50.6,29.89,3946.8,1615.38,251.25,3695.55,71.3,0,D
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Western Cape,10,53.26,26.58,532.6,266.8,29.68,502.92,47.9,1,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Eastern Cape,21,47.46,25.16,996.66,468.3,40.54,956.12,89.5,1,C
2024Q1,Bonaqua,Water,Mass Retail,Eastern Cape,207,46.42,26.53,9608.94,4117.23,681.89,8927.05,79.3,1,D
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,31,49.28,27.45,1527.68,676.73,169.61,1358.07,50.5,0,B
2024Q2,Fanta,Carbonated Soft Drinks,Convenience,North West,22,44.82,23.5,986.04,469.04,71.01,915.03,53.0,0,C
2024Q4,Powerade,Sports Drinks,Convenience,Western Cape,26,74.82,41.05,1945.32,878.02,209.9,1735.42,82.4,0,A
2024Q2,Powerade,Sports Drinks,Mass Retail,Gauteng,50,65.66,36.82,3283.0,1442.0,189.4,3093.6,59.3,0,B
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,Eastern Cape,41,53.76,28.78,2204.16,1024.18,174.96,2029.2,91.7,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,19,52.24,25.09,992.56,515.85,59.14,933.42,81.1,1,C
2024Q4,Monster,Energy Drinks,Mass Retail,Western Cape,27,102.78,58.66,2775.06,1191.24,269.09,2505.97,54.5,1,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Western Cape,20,54.09,32.19,1081.8,438.0,109.85,971.95,76.6,0,A
2024Q4,Powerade,Sports Drinks,Convenience,Gauteng,20,65.5,36.11,1310.0,587.8,113.74,1196.26,64.0,0,B
2024Q1,Schweppes,Mixers,Mass Retail,Western Cape,100,51.17,31.02,5117.0,2015.0,271.78,4845.22,65.2,1,C
2024Q2,Powerplay,Energy Drinks,Mass Retail,Western Cape,102,115.18,70.31,11748.36,4576.74,732.04,11016.32,95.4,1,B
2024Q4,Fanta,Carbonated Soft Drinks,Petrol & Travel,Gauteng,20,50.6,30.62,1012.0,399.6,83.37,928.63,80.5,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,24,55.11,27.45,1322.64,663.84,102.47,1220.17,76.7,1,C
2024Q4,Cappy,Juices & Nectars,Wholesale,Western Cape,68,65.88,40.69,4479.84,1712.92,407.5,4072.34,53.6,0,D
2024Q1,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,12,50.27,30.62,603.24,235.8,60.68,542.56,83.8,0,B
2024Q1,Fanta,Carbonated Soft Drinks,On-Trade,Gauteng,20,47.58,27.42,951.6,403.2,54.79,896.81,68.2,0,C
2024Q2,Monster,Energy Drinks,Convenience,Gauteng,27,124.17,73.37,3352.59,1371.6,359.03,2993.56,79.7,1,B
2024Q1,Schweppes,Mixers,Mass Retail,KwaZulu-Natal,15,52.14,25.88,782.1,393.9,48.38,733.72,56.1,0,C
2024Q4,Schweppes,Mixers,Convenience,Western Cape,71,62.51,30.84,4438.21,2248.57,505.09,3933.12,75.1,0,A
2024Q3,Schweppes,Mixers,Convenience,Gauteng,17,61.27,35.36,1041.59,440.47,44.97,996.62,89.5,0,C
2024Q4,Fanta,Carbonated Soft Drinks,Mass Retail,Eastern Cape,12,52.48,30.16,629.76,267.84,64.1,565.66,70.1,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Limpopo,71,51.58,28.35,3662.18,1649.33,393.12,3269.06,87.5,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Limpopo,22,46.14,27.48,1015.08,410.52,59.09,955.99,72.8,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,95,46.37,23.85,4405.15,2139.4,214.72,4190.43,87.1,1,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,57,50.17,26.52,2859.69,1348.05,337.0,2522.69,96.9,1,B
2024Q4,Monster,Energy Drinks,Convenience,Western Cape,15,110.12,63.77,1651.8,695.25,70.19,1581.61,91.1,1,B
2024Q3,Sprite,Carbonated Soft Drinks,On-Trade,Eastern Cape,29,54.64,33.57,1584.56,611.03,151.25,1433.31,87.5,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Free State,12,49.02,26.83,588.24,266.28,49.5,538.74,78.5,1,C
2024Q4,Fanta,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,6,49.1,26.66,294.6,134.64,25.23,269.37,68.1,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,67,56.7,33.83,3798.9,1532.29,227.92,3570.98,77.3,0,A
2024Q1,Schweppes,Mixers,On-Trade,Mpumalanga,27,46.78,24.51,1263.06,601.29,64.86,1198.2,56.3,1,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,81,57.33,35.15,4643.73,1796.58,456.82,4186.91,47.8,0,B
2024Q3,Monster,Energy Drinks,On-Trade,Mpumalanga,28,120.9,67.95,3385.2,1482.6,399.75,2985.45,73.2,0,A
2024Q4,Sprite,Carbonated Soft Drinks,Mass Retail,Gauteng,171,49.0,29.12,8379.0,3399.48,997.61,7381.39,65.6,1,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,47,57.3,29.1,2693.1,1325.4,214.33,2478.77,84.3,0,B
2024Q3,Fanta,Carbonated Soft Drinks,E-Commerce,Western Cape,7,50.03,30.83,350.21,134.4,32.59,317.62,66.6,0,B
2024Q1,Sprite,Carbonated Soft Drinks,Convenience,Free State,16,58.95,29.71,943.2,467.84,77.71,865.49,60.4,0,C
2024Q4,Fanta,Carbonated Soft Drinks,Mass Retail,Gauteng,43,46.79,24.31,2011.97,966.64,80.52,1931.45,51.7,0,C
2024Q1,Schweppes,Mixers,Petrol & Travel,KwaZulu-Natal,24,59.65,35.13,1431.6,588.48,126.96,1304.64,96.5,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,23,52.78,28.26,1213.94,563.96,142.16,1071.78,73.6,0,A
2024Q3,Cappy,Juices & Nectars,On-Trade,Gauteng,44,63.22,36.05,2781.68,1195.48,194.48,2587.2,95.4,1,B
2024Q4,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,49,49.13,25.79,2407.37,1143.66,144.88,2262.49,73.3,0,C
2024Q2,Fanta,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,21,52.09,30.2,1093.89,459.69,77.44,1016.45,66.3,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Eastern Cape,20,41.13,21.91,822.6,384.4,56.8,765.8,47.8,0,B
2024Q4,Schweppes,Mixers,E-Commerce,Limpopo,11,56.05,33.31,616.55,250.14,64.25,552.3,70.8,0,D
2024Q4,Stoney,Carbonated Soft Drinks,Mass Retail,Gauteng,10,63.97,32.82,639.7,311.5,62.97,576.73,47.1,1,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,17,50.1,25.74,851.7,414.12,97.85,753.85,72.6,0,B
2024Q4,Monster,Energy Drinks,Wholesale,KwaZulu-Natal,26,119.76,63.1,3113.76,1473.16,176.18,2937.58,65.0,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,12,56.17,31.5,674.04,296.04,30.51,643.53,55.1,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,28,54.52,31.24,1526.56,651.84,92.21,1434.35,51.7,1,B
2024Q1,Fanta,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,16,48.11,24.26,769.76,381.6,77.64,692.12,45.8,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Eastern Cape,36,42.11,23.53,1515.96,668.88,98.64,1417.32,60.6,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Wholesale,North West,27,53.25,26.29,1437.75,727.92,160.77,1276.98,63.5,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Wholesale,Gauteng,16,50.64,28.49,810.24,354.4,66.45,743.79,55.8,0,C
2024Q1,Powerplay,Energy Drinks,Convenience,Western Cape,45,119.93,59.19,5396.85,2733.3,452.48,4944.37,82.2,0,B
2024Q1,Monster,Energy Drinks,E-Commerce,Gauteng,14,114.52,66.36,1603.28,674.24,151.01,1452.27,46.3,0,B
2024Q3,Cappy,Juices & Nectars,Wholesale,North West,88,60.39,30.81,5314.32,2603.04,463.78,4850.54,93.4,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Eastern Cape,77,50.95,26.25,3923.15,1901.9,464.82,3458.33,77.5,0,B
2024Q2,Fanta,Carbonated Soft Drinks,Convenience,Eastern Cape,12,55.75,31.53,669.0,290.64,64.01,604.99,63.2,1,D
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,37,49.09,27.14,1816.33,812.15,180.5,1635.83,72.0,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,25,51.71,27.25,1292.75,611.5,152.65,1140.1,91.3,0,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,81,53.2,28.82,4309.2,1974.78,178.56,4130.64,48.9,0,D
2024Q3,Powerplay,Energy Drinks,Wholesale,Western Cape,52,112.46,63.71,5847.92,2535.0,535.4,5312.52,46.5,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,KwaZulu-Natal,19,55.44,32.11,1053.36,443.27,60.24,993.12,47.1,1,C
2024Q3,Cappy,Juices & Nectars,Mass Retail,KwaZulu-Natal,21,61.39,33.06,1289.19,594.93,104.02,1185.17,70.3,1,B
2024Q2,Stoney,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,35,57.9,31.0,2026.5,941.5,129.48,1897.02,90.9,0,C
2024Q3,Sprite,Carbonated Soft Drinks,Wholesale,Western Cape,32,60.49,30.14,1935.68,971.2,185.24,1750.44,55.9,0,B
2024Q2,Bonaqua,Water,E-Commerce,Gauteng,30,43.98,25.69,1319.4,548.7,118.16,1201.24,87.6,0,D
2024Q4,Schweppes,Mixers,Wholesale,Eastern Cape,28,64.09,39.21,1794.52,696.64,141.61,1652.91,69.5,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Eastern Cape,39,57.39,28.99,2238.21,1107.6,173.28,2064.93,96.3,0,B
2024Q1,Sprite,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,183,53.29,31.77,9752.07,3938.16,428.52,9323.55,90.2,0,C
2024Q3,Stoney,Carbonated Soft Drinks,Convenience,Western Cape,20,54.85,28.49,1097.0,527.2,90.47,1006.53,47.7,1,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,26,53.04,27.19,1379.04,672.1,105.18,1273.86,72.4,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,104,50.94,28.86,5297.76,2296.32,259.84,5037.92,53.3,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,107,49.43,27.75,5289.01,2319.76,375.79,4913.22,54.1,1,C
2024Q4,Stoney,Carbonated Soft Drinks,E-Commerce,Gauteng,8,67.97,37.53,543.76,243.52,29.18,514.58,80.1,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,31,44.94,27.71,1393.14,534.13,92.87,1300.27,76.5,1,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,17,52.87,32.48,898.79,346.63,87.41,811.38,86.8,0,D
2024Q2,Powerplay,Energy Drinks,Mass Retail,North West,12,127.53,76.54,1530.36,611.88,178.36,1352.0,71.4,0,D
2024Q2,Powerade,Sports Drinks,Mass Retail,KwaZulu-Natal,79,80.19,43.59,6335.01,2891.4,359.47,5975.54,45.2,1,A
2024Q3,Schweppes,Mixers,On-Trade,Gauteng,4,58.22,31.6,232.88,106.48,27.59,205.29,63.6,0,A
2024Q4,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,44,55.87,32.77,2458.28,1016.4,127.8,2330.48,75.3,1,C
2024Q3,Sprite,Carbonated Soft Drinks,Mass Retail,Gauteng,24,51.99,25.81,1247.76,628.32,148.32,1099.44,61.4,1,B
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Limpopo,44,49.56,24.23,2180.64,1114.52,237.68,1942.96,96.0,1,D
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,24,51.85,29.54,1244.4,535.44,90.98,1153.42,59.3,1,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Gauteng,15,59.51,30.06,892.65,441.75,84.92,807.73,74.9,0,D
2024Q1,Sprite,Carbonated Soft Drinks,On-Trade,Western Cape,40,53.84,30.92,2153.6,916.8,105.96,2047.64,81.8,0,B
2024Q2,Monster,Energy Drinks,Petrol & Travel,Western Cape,11,124.79,76.62,1372.69,529.87,91.14,1281.55,96.0,0,C
2024Q1,Stoney,Carbonated Soft Drinks,E-Commerce,Gauteng,64,56.65,35.09,3625.6,1379.84,218.31,3407.29,68.1,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Wholesale,Western Cape,18,48.18,26.12,867.24,397.08,46.56,820.68,91.3,0,D
2024Q1,Bonaqua,Water,Petrol & Travel,KwaZulu-Natal,40,38.24,21.85,1529.6,655.6,178.19,1351.41,45.2,1,A
2024Q3,Fanta,Carbonated Soft Drinks,Convenience,Northern Cape,70,53.15,26.19,3720.5,1887.2,301.77,3418.73,57.3,1,A
2024Q2,Powerplay,Energy Drinks,Mass Retail,Gauteng,25,110.8,60.45,2770.0,1258.75,318.79,2451.21,54.8,0,B
2024Q3,Bonaqua,Water,Wholesale,Gauteng,33,40.85,20.58,1348.05,668.91,88.01,1260.04,67.5,0,C
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Gauteng,48,52.26,25.09,2508.48,1304.16,219.98,2288.5,93.5,0,B
2024Q4,Powerade,Sports Drinks,Mass Retail,Western Cape,50,61.6,35.71,3080.0,1294.5,292.73,2787.27,61.9,1,B
2024Q3,Powerplay,Energy Drinks,On-Trade,Eastern Cape,85,107.19,58.24,9111.15,4160.75,673.78,8437.37,53.3,0,B
2024Q4,Sprite,Carbonated Soft Drinks,Mass Retail,Eastern Cape,23,55.51,30.1,1276.73,584.43,130.88,1145.85,81.0,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,104,53.21,29.57,5533.84,2458.56,364.74,5169.1,52.2,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,76,51.69,29.05,3928.44,1720.64,369.02,3559.42,87.6,0,A
2024Q4,Sprite,Carbonated Soft Drinks,Mass Retail,Mpumalanga,43,44.33,26.26,1906.19,777.01,133.23,1772.96,65.6,1,A
2024Q4,Sprite,Carbonated Soft Drinks,On-Trade,Western Cape,14,63.27,33.96,885.78,410.34,83.59,802.19,48.6,0,A
2024Q2,Stoney,Carbonated Soft Drinks,Mass Retail,Western Cape,54,62.1,31.29,3353.4,1663.74,374.89,2978.51,79.8,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,346,47.74,29.06,16518.04,6463.28,1849.9,14668.14,68.8,1,B
2024Q1,Schweppes,Mixers,Mass Retail,Northern Cape,9,50.49,26.26,454.41,218.07,27.94,426.47,90.6,1,B
2024Q4,Fanta,Carbonated Soft Drinks,Convenience,Gauteng,15,52.12,27.53,781.8,368.85,35.12,746.68,59.3,0,C
2024Q1,Powerplay,Energy Drinks,Mass Retail,KwaZulu-Natal,26,111.64,60.83,2902.64,1321.06,225.32,2677.32,91.3,0,B
2024Q2,Fanta,Carbonated Soft Drinks,Petrol & Travel,Free State,172,50.68,30.34,8716.96,3498.48,355.33,8361.63,66.4,0,A
2024Q3,Sprite,Carbonated Soft Drinks,On-Trade,Western Cape,42,62.75,34.77,2635.5,1175.16,178.74,2456.76,72.6,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,KwaZulu-Natal,124,49.4,29.67,6125.6,2446.52,320.83,5804.77,68.9,0,B
2024Q2,Cappy,Juices & Nectars,E-Commerce,North West,13,71.26,40.59,926.38,398.71,102.09,824.29,67.2,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,86,52.06,25.14,4477.16,2315.12,395.6,4081.56,59.7,0,C
2024Q3,Fanta,Carbonated Soft Drinks,On-Trade,Gauteng,72,45.51,26.14,3276.72,1394.64,189.13,3087.59,46.8,0,A
2024Q2,Bonaqua,Water,Wholesale,Gauteng,67,38.43,22.75,2574.81,1050.56,197.13,2377.68,77.1,0,A
2024Q2,Cappy,Juices & Nectars,Mass Retail,Eastern Cape,26,73.44,38.08,1909.44,919.36,116.86,1792.58,73.4,0,A
2024Q3,Sprite,Carbonated Soft Drinks,Convenience,Free State,16,54.81,31.82,876.96,367.84,50.07,826.89,55.4,0,D
2024Q3,Fanta,Carbonated Soft Drinks,Convenience,Gauteng,47,44.3,23.57,2082.1,974.31,158.06,1924.04,73.5,1,B
2024Q4,Sprite,Carbonated Soft Drinks,Wholesale,Western Cape,6,48.81,23.67,292.86,150.84,23.38,269.48,74.4,0,A
2024Q4,Sprite,Carbonated Soft Drinks,Convenience,Gauteng,16,57.84,29.81,925.44,448.48,97.04,828.4,95.2,1,A
2024Q2,Fanta,Carbonated Soft Drinks,Petrol & Travel,KwaZulu-Natal,10,50.0,24.42,500.0,255.8,33.02,466.98,52.6,0,D
2024Q4,Fanta,Carbonated Soft Drinks,On-Trade,Gauteng,13,50.48,24.3,656.24,340.34,68.68,587.56,54.3,0,B
2024Q2,Bonaqua,Water,Convenience,Gauteng,69,34.67,18.17,2392.23,1138.5,112.33,2279.9,56.8,1,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,147,48.48,25.06,7126.56,3442.74,291.94,6834.62,72.5,0,B
2024Q4,Bonaqua,Water,Convenience,Western Cape,35,41.93,22.89,1467.55,666.4,126.02,1341.53,94.2,0,A
2024Q3,Schweppes,Mixers,On-Trade,Gauteng,13,53.88,27.84,700.44,338.52,56.28,644.16,84.4,0,B
2024Q4,Cappy,Juices & Nectars,Mass Retail,Eastern Cape,37,65.29,38.71,2415.73,983.46,152.58,2263.15,80.2,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,155,53.09,32.05,8228.95,3261.2,655.5,7573.45,61.6,0,B
2024Q3,Stoney,Carbonated Soft Drinks,E-Commerce,Western Cape,21,53.35,32.07,1120.35,446.88,109.74,1010.61,66.4,1,B
2024Q1,Bonaqua,Water,E-Commerce,Gauteng,11,37.48,18.91,412.28,204.27,41.01,371.27,58.4,0,C
2024Q1,Fanta,Carbonated Soft Drinks,Wholesale,Gauteng,38,49.87,26.67,1895.06,881.6,87.93,1807.13,49.8,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,10,59.54,32.18,595.4,273.6,26.38,569.02,72.4,0,C
2024Q3,Bonaqua,Water,On-Trade,Western Cape,12,41.84,21.56,502.08,243.36,27.05,475.03,95.8,0,C
2024Q1,Bonaqua,Water,On-Trade,Free State,18,36.75,18.72,661.5,324.54,52.49,609.01,46.0,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,70,52.25,26.28,3657.5,1817.9,381.58,3275.92,87.0,1,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,13,50.53,26.06,656.89,318.11,40.11,616.78,74.5,0,C
2024Q4,Monster,Energy Drinks,Convenience,Gauteng,19,121.48,60.74,2308.12,1154.06,250.73,2057.39,61.4,0,A
2024Q4,Sprite,Carbonated Soft Drinks,Mass Retail,Mpumalanga,13,66.71,36.65,867.23,390.78,85.49,781.74,49.7,0,D
2024Q2,Sprite,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,46,52.19,28.25,2400.74,1101.24,173.53,2227.21,52.3,0,B
2024Q1,Monster,Energy Drinks,Convenience,Western Cape,31,101.58,59.62,3148.98,1300.76,191.02,2957.96,70.5,0,B
2024Q3,Stoney,Carbonated Soft Drinks,Petrol & Travel,Free State,66,61.96,33.34,4089.36,1888.92,414.78,3674.58,47.1,1,A
2024Q4,Sprite,Carbonated Soft Drinks,Convenience,Eastern Cape,23,49.61,29.69,1141.03,458.16,77.25,1063.78,79.7,0,A
